,status,gender,firstName,level,lastName,userId,ts,auth,page,sessionId,location,itemInSession,userAgent,method,length,song,artist,time,registration
12485812,200,M,Carter,paid,Lawson,1549744,1541589247000,Logged In,NextSong,136429,"Los Angeles-Long Beach-Anaheim, CA",89,"""Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53""",PUT,181.86404,Am I A Fool,Sense Field,2018-11-07 11:14:07,2018-09-24 10:13:27
13202669,200,M,Brody,paid,Mendez,1059504,1541757377000,Logged In,NextSong,168804,"Columbia, MO",42,"""Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,402.25914,Ethereal Blue,On Thorns I Lay,2018-11-09 09:56:17,2018-07-26 02:05:25
10880371,307,M,Anthony,paid,Vargas,1824100,1541143150000,Logged In,Thumbs Up,145242,"Orlando-Kissimmee-Sanford, FL",42,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,,,,2018-11-02 07:19:10,2018-09-21 11:52:34
20147384,200,F,Lucy,free,Bradford,1818735,1538935551000,Logged In,NextSong,5734,"Columbus, OH",85,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,312.86812,Charly (Trip Into Drum And Bass Version) (Remastered),The Prodigy,2018-10-07 18:05:51,2018-08-19 03:46:21
933831,200,F,Cora,paid,Morales,1201538,1538602746000,Logged In,NextSong,33278,"Milwaukee-Waukesha-West Allis, WI",138,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,200.93342,Viva Vida,Daedelus,2018-10-03 21:39:06,2018-09-21 22:45:09
4968182,200,F,Sophia,paid,Flores,1840703,1539682088000,Logged In,NextSong,86440,"Orlando-Kissimmee-Sanford, FL",117,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,230.71302,Oxygen,Colbie Caillat,2018-10-16 09:28:08,2018-09-15 14:40:36
2974014,200,M,Kaidyn,paid,Tucker,1496047,1539155568000,Logged In,NextSong,54406,"Binghamton, NY",49,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,316.73424,Signos,Soda Stereo,2018-10-10 07:12:48,2018-08-27 13:35:34
14173570,200,F,Audrianna,paid,Smith,1908000,1542055998000,Logged In,NextSong,179845,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",502,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,445.72689,Gospel Singer,Lydia Lunch,2018-11-12 20:53:18,2018-09-30 10:38:52
12611669,200,F,Mariel,paid,Key,1794567,1541617163000,Logged In,NextSong,162735,"Palm Bay-Melbourne-Titusville, FL",163,"""Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,639.05914,Beast,Virgin Prunes,2018-11-07 18:59:23,2018-08-12 12:16:51
5605707,200,F,Mattalyn,paid,Guerra,1377985,1539823348000,Logged In,NextSong,82310,"New York-Newark-Jersey City, NY-NJ-PA",42,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",PUT,272.79628,Mr. Jones,Counting Crows,2018-10-18 00:42:28,2018-09-11 02:54:39
2096993,200,M,Jose,paid,Jones,1897821,1538941964000,Logged In,NextSong,41512,"Eugene, OR",120,"""Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,170.08281,Darling_ Go Home,Amanda Jenssen,2018-10-07 19:52:44,2018-08-01 03:14:58
1910051,307,M,Frank,paid,Kelly,1347431,1538864094000,Logged In,Thumbs Down,35530,"Washington-Arlington-Alexandria, DC-VA-MD-WV",123,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,,,,2018-10-06 22:14:54,2018-08-29 22:30:24
20541930,200,M,Carson,paid,Coleman,1539099,1540178090000,Logged In,NextSong,12104,"Los Angeles-Long Beach-Anaheim, CA",91,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,194.01098,Cotton Eye Joe (Explicit),Red Nex,2018-10-22 03:14:50,2018-09-07 12:21:20
16313058,200,F,Jessel,paid,Carter,1278133,1542636663000,Logged In,NextSong,202102,"Seattle-Tacoma-Bellevue, WA",76,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",PUT,242.52036,Over The Rainbow,Il Divo,2018-11-19 14:11:03,2018-09-26 12:01:06
19971802,200,M,Beckham,paid,Fernandez,1194015,1538518248000,Logged In,NextSong,3614,"Washington-Arlington-Alexandria, DC-VA-MD-WV",53,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,262.81751,I'd Come For You (Album Version),Nickelback,2018-10-02 22:10:48,2018-09-04 06:31:47
9339330,200,M,Julius,paid,Graham,1287066,1540797290000,Logged In,NextSong,126064,"Spartanburg, SC",94,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,347.81995,Silent Lucidity (2002 Digital Remaster),Queensryche,2018-10-29 07:14:50,2018-07-17 07:00:32
4400051,200,M,Everett,paid,Quinn,1520845,1539534249000,Logged In,NextSong,78323,"Appleton, WI",75,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,153.73016,Invitation To Understanding,MxPx,2018-10-14 16:24:09,2018-09-04 17:31:01
20140860,200,M,Diezel,free,Martinez,1595506,1538917702000,Logged In,NextSong,6878,"Muscatine, IA",67,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,163.81342,Fluorescent Adolescent,Kate Nash,2018-10-07 13:08:22,2018-08-18 18:24:14
23763499,307,M,Gage,paid,Mendoza,1898939,1539726279000,Logged In,Add Friend,14558,"Bakersfield, CA",10,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,,,,2018-10-16 21:44:39,2018-09-19 03:53:39
3929414,200,F,Yanira,free,Colon,1905767,1539372100000,Logged In,NextSong,66117,"Columbia, SC",25,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,228.04853,Against The Grain,City And Colour,2018-10-12 19:21:40,2018-09-25 07:59:33
12534459,200,F,Daela,paid,Lewis,1389212,1541601084000,Logged In,NextSong,150751,"Minneapolis-St. Paul-Bloomington, MN-WI",126,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,191.84281,The Woods,Portugal. The Man,2018-11-07 14:31:24,2018-08-04 10:42:31
11623426,200,F,Penelope,paid,Ingram,1738374,1541383296000,Logged In,NextSong,152345,"St. George, UT",28,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,222.74567,Writing's On The Wall,Plan B,2018-11-05 02:01:36,2018-07-15 22:01:43
13617628,200,F,Sophia,paid,Caldwell,1869054,1541874338000,Logged In,NextSong,170394,"Corning, NY",702,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,241.97179,Golden Diva,Flying Lotus,2018-11-10 18:25:38,2018-09-23 20:20:55
20807141,200,M,Braxten,paid,Young,1380020,1541422898000,Logged In,NextSong,15338,"Louisville/Jefferson County, KY-IN",22,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,322.16771,Until The End Of Time,Justin Timberlake duet with Beyonce,2018-11-05 13:01:38,2018-09-11 20:06:18
4624753,200,F,Zariyah,paid,Walls,1847275,1539606710000,Logged In,NextSong,80258,"Miami-Fort Lauderdale-West Palm Beach, FL",361,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,237.11302,Atlantic City,Bruce Springsteen,2018-10-15 12:31:50,2018-09-21 01:31:40
11402867,200,M,Dustin,paid,Zavala,1314898,1541292528000,Logged In,Downgrade,146781,"Springfield, OH",80,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",GET,,,,2018-11-04 00:48:48,2018-09-22 19:16:05
25580500,200,F,Linda,paid,Morales,1523414,1542539417000,Logged In,NextSong,35541,"Fort Morgan, CO",7,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,253.75302,My Last Serenade,Killswitch Engage,2018-11-18 11:10:17,2018-07-21 18:53:26
14670527,200,M,Yaakov,paid,Williamson,1691661,1542169612000,Logged In,Add to Playlist,177448,"Providence-Warwick, RI-MA",3,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,,,,2018-11-14 04:26:52,2018-09-15 16:27:30
22448652,200,F,Charlotte,free,Frazier,1386044,1542064213000,Logged In,Roll Advert,26226,"Baltimore-Columbia-Towson, MD",106,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",GET,,,,2018-11-12 23:10:13,2018-09-21 13:49:25
1394544,200,M,Derrick,paid,Williams,1269325,1538710724000,Logged In,NextSong,34071,"Orlando-Kissimmee-Sanford, FL",581,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,PUT,259.29098,Of Myth And Men (Album Version),Red I Flight,2018-10-05 03:38:44,2018-09-30 10:11:53
6944438,200,M,Omar,paid,Solis,1397855,1540192615000,Logged In,NextSong,108391,"Indianapolis-Carmel-Anderson, IN",34,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,206.2624,El Salvador,Athlete,2018-10-22 07:16:55,2018-06-07 21:17:38
16101021,307,M,Diego,paid,Morgan,1229172,1542566183000,Logged In,Thumbs Up,202106,"Milwaukee-Waukesha-West Allis, WI",69,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36""",PUT,,,,2018-11-18 18:36:23,2018-05-25 02:59:30
9117457,200,F,Jocelin,paid,Morgan,1782082,1540717473000,Logged In,NextSong,132333,"San Jose-Sunnyvale-Santa Clara, CA",52,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,322.24608,Another Day In Paradise,Phil Collins,2018-10-28 09:04:33,2018-07-29 15:46:40
6218009,200,M,Millan,paid,Vaughan,1388629,1539960569000,Logged In,NextSong,98686,"Winston-Salem, NC",162,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,194.29832,I'm Gonna Miss Her,Brad Paisley,2018-10-19 14:49:29,2018-09-22 16:25:55
13726544,200,M,Carlos,paid,Cook,1014630,1541917627000,Logged In,Add to Playlist,131199,"Louisville/Jefferson County, KY-IN",6,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,,,,2018-11-11 06:27:07,2018-09-12 19:02:10
4838571,200,F,Nanette,paid,Cook,1343610,1539650220000,Logged In,NextSong,85099,"Tuscaloosa, AL",122,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",PUT,186.20036,A Foggy Day,Dave Brubeck,2018-10-16 00:37:00,2018-07-04 19:35:56
24732966,200,F,Jordyn,paid,Kirby,1597685,1541177167000,Logged In,NextSong,26412,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,133.74649,Westbound,Allister,2018-11-02 16:46:07,2018-09-04 02:30:29
5878707,200,F,Arianna,paid,Bowers,1761603,1539885127000,Logged In,NextSong,93944,"Washington-Arlington-Alexandria, DC-VA-MD-WV",346,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,242.65098,Stripmall Religion,Sam Roberts,2018-10-18 17:52:07,2018-09-04 11:59:28
21122100,200,F,Mya,free,Montgomery,1052984,1538385162000,Logged In,Settings,1077,"Watertown-Fort Atkinson, WI",25,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36""",GET,,,,2018-10-01 09:12:42,2018-09-28 13:27:48
12184992,200,M,Joshua,paid,Smith,1732160,1541521041000,Logged In,NextSong,158304,"Columbus, OH",474,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",PUT,169.27302,Train_ Train,Dolly Parton,2018-11-06 16:17:21,2018-09-16 16:25:26
22207193,200,F,Adira,paid,Brooks,1075798,1541189507000,Logged In,NextSong,21514,"Phoenix-Mesa-Scottsdale, AZ",115,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,173.21751,Rio,Another Sunny Day,2018-11-02 20:11:47,2018-09-05 03:39:24
5566194,200,F,Miranda,free,Harris,1866160,1539814880000,Logged In,Add to Playlist,87530,"Peoria, IL",13,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,,,,2018-10-17 22:21:20,2018-08-23 03:27:17
12870875,200,F,Massa,paid,Williams,1281109,1541682390000,Logged In,NextSong,165948,"New Philadelphia-Dover, OH",58,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,183.58812,Kill! Kill! Kill!,The Pierces,2018-11-08 13:06:30,2018-07-28 00:42:55
8777065,200,F,Crissy,paid,Trujillo,1029532,1540598119000,Logged In,NextSong,125861,"Huntington-Ashland, WV-KY-OH",107,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,PUT,176.74404,Kiss Off,Violent Femmes,2018-10-26 23:55:19,2018-08-28 19:35:07
6195932,200,M,Ethan,paid,Raymond,1528635,1539956038000,Logged In,NextSong,89477,"Hartford-West Hartford-East Hartford, CT",219,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,225.17506,Fireflies,Charttraxx Karaoke,2018-10-19 13:33:58,2018-08-14 11:26:36
23659262,200,M,Rhet,paid,Ford,1499687,1539599795000,Logged In,NextSong,12724,"Houma-Thibodaux, LA",45,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,229.58975,Rock Steady,Bad Company,2018-10-15 10:36:35,2018-09-28 05:45:28
21567398,200,M,Jackson,free,Rodriguez,1339257,1539375551000,Logged In,NextSong,11677,"Durham-Chapel Hill, NC",118,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,343.69261,Land Of A Thousand Dances (Live),J. Geils Band,2018-10-12 20:19:11,2018-08-31 21:39:40
5159193,200,F,Ashley,paid,Hendricks,1874380,1539723123000,Logged In,NextSong,88046,"Miami-Fort Lauderdale-West Palm Beach, FL",133,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,208.5873,Pull,Blind Melon,2018-10-16 20:52:03,2018-07-05 17:22:05
13457859,200,F,Aileen,paid,Mckinney,1628350,1541815909000,Logged In,NextSong,173853,"Los Angeles-Long Beach-Anaheim, CA",28,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,217.57342,Lives In The Balance,Jackson Browne,2018-11-10 02:11:49,2018-07-13 16:18:31
20061539,200,M,Adrian,paid,Mitchell,1731443,1538687558000,Logged In,NextSong,6160,"Kansas City, MO-KS",64,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,218.87955,Heaven,DJ Sammy & Yanou Featuring Do,2018-10-04 21:12:38,2018-08-15 06:41:48
5660627,200,F,Alondra,paid,Mclean,1831789,1539836183000,Logged In,NextSong,87369,"Denver-Aurora-Lakewood, CO",689,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,PUT,373.2371,Closer,Nine Inch Nails,2018-10-18 04:16:23,2018-08-08 13:42:29
11900297,200,F,Talia,paid,Ferguson,1077808,1541453569000,Logged In,NextSong,158243,"Grand Junction, CO",145,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,258.66404,Murders In The Rue Morgue (1998 Digital Remaster),Iron Maiden,2018-11-05 21:32:49,2018-07-07 22:45:08
154648,200,M,Preston,paid,Thompson,1594881,1538404847000,Logged In,Home,20418,"Detroit-Warren-Dearborn, MI",0,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:31.0) Gecko/20100101 Firefox/31.0,GET,,,,2018-10-01 14:40:47,2018-07-14 06:28:51
22510877,200,F,Demi,paid,Villarreal,1748582,1542246787000,Logged In,Home,27255,"Houston-The Woodlands-Sugar Land, TX",107,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",GET,,,,2018-11-15 01:53:07,2018-09-02 20:21:47
13311793,200,F,Eva,paid,Harrison,1794598,1541782608000,Logged In,NextSong,174063,"Washington-Arlington-Alexandria, DC-VA-MD-WV",7,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,229.27628,King,Tree63,2018-11-09 16:56:48,2018-09-01 06:32:33
2643568,200,M,Josue,paid,Owens,1249537,1539082547000,Logged In,Home,20316,"Ann Arbor, MI",162,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,GET,,,,2018-10-09 10:55:47,2018-09-18 10:21:48
22991574,200,M,Colton,free,Webster,1629387,1538542664000,Logged In,NextSong,1880,"Florence, SC",58,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,201.74322,Pass The Dutchie,Musical Youth,2018-10-03 04:57:44,2018-06-29 11:26:59
15340483,200,F,Aislin,free,Harris,1721516,1542323964000,Logged In,NextSong,194651,"Knoxville, TN",46,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,219.01016,Another Great Divide,Split Enz,2018-11-15 23:19:24,2018-05-25 06:57:41
8430397,200,M,Stephen,paid,Norris,1859867,1540521949000,Logged In,NextSong,99767,"Washington-Arlington-Alexandria, DC-VA-MD-WV",52,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,621.45261,She Took My Soul In Istanbul (The Blue Mosque Mix),Marc Almond,2018-10-26 02:45:49,2018-09-30 06:13:24
11616603,307,F,Caylin,paid,Benitez,1870214,1541380692000,Logged In,Add Friend,156626,"Baltimore-Columbia-Towson, MD",303,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,,,,2018-11-05 01:18:12,2018-09-27 18:38:17
12849407,307,M,Landon,paid,Lewis,1696299,1541677485000,Logged In,Logout,164852,"Provo-Orem, UT",528,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,,,,2018-11-08 11:44:45,2018-09-21 23:36:19
11665669,200,F,Anjali,paid,Turner,1136908,1541397724000,Logged In,NextSong,155286,"Trenton, NJ",7,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",PUT,390.21669,I C Love Affair,Gaz Nevada,2018-11-05 06:02:04,2018-09-19 15:44:38
15358862,200,M,John,paid,Brooks,1123844,1542328506000,Logged In,NextSong,190679,"San Francisco-Oakland-Hayward, CA",122,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,200.28036,Rescue Me,Dario Marianelli,2018-11-16 00:35:06,2018-08-06 13:58:39
23347892,200,F,Jordyn,paid,Lopez,1885512,1539105304000,Logged In,NextSong,8981,"Birmingham-Hoover, AL",45,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",PUT,269.40036,Luvstruck,Southside Spinners,2018-10-09 17:15:04,2018-09-08 09:49:15
14508016,200,F,Lillian,paid,Russo,1964208,1542133600000,Logged In,NextSong,186050,"Seattle-Tacoma-Bellevue, WA",65,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,269.40036,Luvstruck,Southside Spinners,2018-11-13 18:26:40,2018-09-17 08:25:33
4202770,307,M,Alexander,paid,Brown,1871287,1539453483000,Logged In,Thumbs Up,61885,"Dallas-Fort Worth-Arlington, TX",160,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,,,,2018-10-13 17:58:03,2018-08-05 14:33:11
20029697,307,F,Haley,free,Mcdaniel,1658997,1538630325000,Logged In,Thumbs Up,3845,"New York-Newark-Jersey City, NY-NJ-PA",40,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,PUT,,,,2018-10-04 05:18:45,2018-07-29 06:06:51
23525448,200,M,Benjamin,paid,Hopkins,1639974,1539347391000,Logged In,NextSong,11715,"Minneapolis-St. Paul-Bloomington, MN-WI",100,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,243.40853,TTHHEE PPAARRTTYY,Justice,2018-10-12 12:29:51,2018-08-25 03:41:13
15721881,200,M,David,paid,Gray,1235488,1542415944000,Logged In,NextSong,192259,"Galesburg, IL",182,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,419.81342,Another Place,Mischa Daniels,2018-11-17 00:52:24,2018-08-29 03:54:27
13528071,200,F,Patricia,paid,Greene,1486469,1541840468000,Logged In,NextSong,176003,"Columbus, OH",179,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",PUT,217.99138,Some Kind Of Miracle,Kelly Clarkson,2018-11-10 09:01:08,2018-07-06 16:19:47
20332088,200,F,Kiera,paid,Smith,1585978,1539376623000,Logged In,NextSong,7401,"Cheyenne, WY",59,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",PUT,240.61342,All Mine,Portishead,2018-10-12 20:37:03,2018-08-13 03:51:07
10369792,200,M,Ethan,free,Leonard,1017934,1541025715000,Logged In,NextSong,141387,"Minneapolis-St. Paul-Bloomington, MN-WI",43,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,294.53016,Chinese Burn,Curve,2018-10-31 22:41:55,2018-08-31 19:20:18
5967043,200,F,Ella,paid,Green,1139920,1539902387000,Logged In,NextSong,95273,"Dallas-Fort Worth-Arlington, TX",87,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",PUT,236.12036,Bring Me To Life,Evanescence,2018-10-18 22:39:47,2018-09-23 16:54:35
6762074,200,F,Autumn,free,Torres,1029738,1540130061000,Logged In,NextSong,91318,"Buffalo-Cheektowaga-Niagara Falls, NY",43,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,PUT,228.38812,Talk Shows On Mute,Incubus,2018-10-21 13:54:21,2018-09-10 21:46:49
13365781,200,F,Katie,paid,Moreno,1585605,1541793853000,Logged In,NextSong,176411,"Virginia Beach-Norfolk-Newport News, VA-NC",5,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",PUT,499.22567,Give It Away,Deepest Blue,2018-11-09 20:04:13,2018-09-25 21:07:38
